Year,Grade_Level,Assessment,Program,Board,Sex,Adaptation,IPP,Exemption,Eligible,Math_Score,Math_Level
2013-14,6,M,English,HRSB,M,,,,Yes,588,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,398,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,555,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,428,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,568,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,320,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,510,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,532,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,723,Level 4
2013-14,6,M,English,HRSB,M,Yes,,,Yes,356,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,562,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,533,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,560,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,705,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,360,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,679,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,624,Level 3
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,502,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,417,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,571,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,501,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,588,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,777,Level 4
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,333,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,546,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,615,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,516,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,200,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,525,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,554,Level 3
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,567,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,488,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,564,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,656,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,503,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,649,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,555,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,627,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,553,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,468,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,542,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,580,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,666,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,636,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,425,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,459,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,550,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,540,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,670,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,574,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,English,AVRSB,M,,,,Yes,494,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,392,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,571,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,354,Level 1
2013-14,6,M,English,AVRSB,M,,,,Yes,516,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,539,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,536,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,557,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,628,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,415,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,378,Level 2
2013-14,6,M,English,HRSB,F,Yes,,,Yes,457,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,519,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,536,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,544,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,513,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,569,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,288,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,687,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,517,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,559,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,496,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,588,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,683,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,622,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,556,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,515,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,456,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,555,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,700,Level 4
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,586,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,664,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,447,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,499,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,676,Level 4
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,652,Level 4
2013-14,6,M,English,SSRSB,F,,,,Yes,472,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,473,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,545,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,612,Level 3
2013-14,6,M,English,CCRSB,M,,,,Yes,493,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,382,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,524,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,476,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,388,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,598,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,317,Level 1
2013-14,6,M,English,HRSB,F,Yes,,,Yes,448,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,412,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,584,Level 3
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,352,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,335,Level 1
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,474,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,586,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,509,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,589,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,484,Level 3
2013-14,6,M,English,CBVRSB,F,,,,Yes,396,Level 2
2013-14,6,M,English,CBVRSB,F,,,,Yes,437,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,588,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,457,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,375,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,475,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,495,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,636,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,464,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,644,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,404,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,523,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,589,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,637,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,328,Level 1
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,494,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,343,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,586,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,442,Level 2
2013-14,6,M,English,AVRSB,M,,,,Yes,624,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,573,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,538,Level 3
2013-14,6,M,French Immersion,HRSB,M,Yes,,,Yes,326,Level 1
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,449,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,507,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,325,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,395,Level 2
2013-14,6,M,English,CCRSB,F,,,,Yes,515,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,692,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,777,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,443,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,494,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,422,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,601,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,436,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,516,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,373,Level 1
2013-14,6,M,English,HRSB,F,,,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,439,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,434,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,504,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,611,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,535,Level 3
2012-13,6,M,English,SRSB,F,,,,Yes,376,Level 2
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,381,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,465,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,458,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,519,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,525,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,343,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,552,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,542,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,488,Level 3
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,464,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,508,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,488,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,542,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,555,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,633,Level 4
2013-14,6,M,English,AVRSB,M,Yes,,,Yes,571,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,530,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,572,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,582,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,713,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,417,Level 2
2013-14,6,M,English,HRSB,M,Yes,,,Yes,336,Level 1
2013-14,6,M,English,HRSB,F,Yes,,,Yes,387,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,577,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,581,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,614,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,511,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,562,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,406,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,409,Level 2
2013-14,6,M,English,HRSB,F,,,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,359,Level 1
2013-14,6,M,English,CBVRSB,M,,,,Yes,332,Level 1
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,634,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,564,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,447,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,453,Level 3
2013-14,6,M,English,CBVRSB,M,,,,Yes,329,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,631,Level 4
2013-14,6,M,English,HRSB,F,Yes,,,Yes,423,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,445,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,737,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,523,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,512,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,383,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,603,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,475,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,542,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,446,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,507,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,582,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,614,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,592,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,439,Level 2
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,630,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,381,Level 2
2013-14,6,M,English,CCRSB,F,,,,Yes,451,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,465,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,537,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,490,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,524,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,497,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,654,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,675,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,433,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,501,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,537,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,563,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,444,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,525,Level 3
2013-14,6,M,English,AVRSB,F,,,,Yes,569,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,446,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,515,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,448,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,545,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,435,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,553,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,417,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,610,Level 3
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,489,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,691,Level 4
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,564,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,607,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,629,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,583,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,309,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,600,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,505,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,579,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,506,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,597,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,453,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,598,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,619,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,481,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,669,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,546,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,545,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,720,Level 4
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,534,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,531,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,555,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,743,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,509,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,473,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,541,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,534,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,417,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,592,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,486,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,355,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,639,Level 4
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,611,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,541,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,559,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,292,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,458,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,516,Level 3
2013-14,6,M,English,CCRSB,M,,,,Yes,451,Level 3
2013-14,6,M,English,TCRSB,F,,,,Yes,545,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,479,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,746,Level 4
2013-14,6,M,English,CCRSB,M,,,,Yes,387,Level 2
2013-14,6,M,English,CCRSB,F,,,,Yes,418,Level 2
2013-14,6,M,English,CCRSB,F,,,,Yes,427,Level 2
2013-14,6,M,English,CCRSB,F,,,,Yes,539,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,362,Level 1
2013-14,6,M,English,CCRSB,F,,,,Yes,411,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,459,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,635,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,561,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,367,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,383,Level 2
2014-15,6,M,English,CCRSB,F,Yes,,,Yes,268,Level 1
2013-14,6,M,French Immersion,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,455,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,467,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,399,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,512,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,503,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,615,Level 3
2013-14,6,M,English,SRSB,M,,,,Yes,575,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,552,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,400,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,495,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,381,Level 2
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,647,Level 4
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,455,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,508,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,526,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,571,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,524,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,514,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,533,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,490,Level 3
2014-15,6,M,English,HRSB,M,Yes,,,Yes,438,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,562,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,French Immersion,HRSB,M,Yes,,,Yes,614,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,661,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,442,Level 2
2012-13,6,M,English,HRSB,F,,,,Yes,427,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,661,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,521,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,538,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,464,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,468,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,622,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,491,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,667,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,541,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,506,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,636,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,547,Level 3
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,647,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,658,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,449,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,493,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,445,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,571,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,601,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,505,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,508,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,362,Level 1
2013-14,6,M,English,HRSB,M,Yes,,,Yes,361,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,710,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,548,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,531,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,446,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,640,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,554,Level 3
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,459,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,638,Level 4
2013-14,6,M,English,CCRSB,F,,,,Yes,508,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,469,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,549,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,550,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,398,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,519,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,475,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,491,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,471,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,573,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,637,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,404,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,288,Level 1
2013-14,6,M,English,HRSB,M,Yes,,,Yes,566,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,514,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,387,Level 2
2014-15,6,M,English,SSRSB,F,,,,Yes,565,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,416,Level 2
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,CBVRSB,F,,,,Yes,455,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,540,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,551,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,440,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,636,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,697,Level 4
2013-14,6,M,English,TCRSB,M,,,,Yes,571,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,442,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,405,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,541,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,456,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,,Not enough evidence
2013-14,6,M,English,HRSB,F,,,,Yes,472,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,516,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,545,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,629,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,586,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,519,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,610,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,506,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,440,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,583,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,586,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,469,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,702,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,462,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,422,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,495,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,669,Level 4
2013-14,6,M,English,HRSB,F,Yes,,,Yes,345,Level 1
2013-14,6,M,English,HRSB,F,Yes,,,Yes,311,Level 1
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,558,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,515,Level 3
2013-14,6,M,English,CBVRSB,M,,,,Yes,438,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,535,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,339,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,590,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,667,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,712,Level 4
